Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
35519,The Power of Myth,Joseph Campbell,"Campbell, Joseph",Bill Moyers,"=""0385418868""","=""9780385418867""",5,4.26,Anchor,Paperback,293,1988,1988,2024/09/29,2024/07/21,favorites,favorites (#6),read,,,,1,0
17343,Till We Have Faces,C.S. Lewis,"Lewis, C.S.",,"=""""","=""""",0,4.19,Harcourt Paperbacks,Paperback,313,2006,1956,2024/06/27,2022/05/30,"classics, favorites","classics (#13), favorites (#5)",read,,,,1,0
53444195,La vida invisible de Addie LaRue,Victoria E. Schwab,"Schwab, Victoria E.","Patricia Sebastián Hernández, Jennifer Hanover","=""8416517371""","=""9788416517374""",0,4.18,Umbriel,Paperback,500,2020,2020,,2024/10/20,"to-read, fantasy","to-read (#1154), fantasy (#97)",to-read,,,,0,0
8487890,The Flavour Thesaurus,Niki Segnit,"Segnit, Niki",,"=""0747599777""","=""9780747599777""",0,4.26,Bloomsbury Publishing PLC,Hardcover,400,2010,2010,,2024/10/20,to-read,to-read (#1153),to-read,,,,0,0
40916679,"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",Holly  Jackson,"Jackson, Holly",,"=""1405293187""","=""9781405293181""",0,4.31,Electric Monkey,Paperback,387,2019,2019,2024/10/19,2024/08/27,book-club-pintate,book-club-pintate (#1),read,,,,1,0
58065439,The Anti-Viral Gut: Tackling Pathogens from the Inside Out,Robynne Chutkan MD,"MD, Robynne Chutkan",,"=""0593420837""","=""9780593420836""",0,4.14,Avery,Hardcover,272,2022,,,2024/10/16,to-read,to-read (#1152),to-read,,,,0,0
32720117,...Flying Saucers Are Real!,Jack Womack,"Womack, Jack","William Gibson, Michael P. Daley","=""1944860002""","=""9781944860004""",0,4.21,Anthology Editions,Paperback,285,2016,2016,,2024/10/16,to-read,to-read (#1151),to-read,,,,0,0
28260382,"Frostgrave: Forgotten Pacts (Frostgrave, 3)",Joseph A. McCullough,"McCullough, Joseph A.",Dmitry Burmak,"=""1472815777""","=""9781472815774""",0,4.21,Osprey Games,Paperback,64,2016,2016,,2024/10/16,"to-read, games","to-read (#1150), games (#1)",to-read,,,,0,0
28927365,Radical Mycology: A Treatise On Seeing & Working With Fungi,Peter McCoy,"McCoy, Peter",,"=""0986399604""","=""9780986399602""",0,4.76,Chthaeus Press,Paperback,672,2016,,,2024/10/12,to-read,to-read (#1149),to-read,,,,0,0
55333765,"The Ride of Her Life: The True Story of a Woman, Her Horse, and Their Last-Chance Journey Across America",Elizabeth Letts,"Letts, Elizabeth",,"=""0525619321""","=""9780525619321""",0,4.23,Ballantine Books,Hardcover,336,2021,2021,,2024/10/11,to-read,to-read (#1148),to-read,,,,0,0
36288143,Brotopia: Breaking Up the Boys' Club of Silicon Valley,Emily  Chang,"Chang, Emily",,"=""0735213542""","=""9780735213548""",0,4.01,Portfolio,Kindle Edition,335,2018,2018,,2024/10/11,to-read,to-read (#1147),to-read,,,,0,0
216247493,Same Bed Different Dreams,Ed Park,"Park, Ed",,"=""0812988329""","=""9780812988321""",0,3.77,Random House Trade Paperbacks,Paperback,544,2024,2023,,2024/10/09,to-read,to-read (#1146),to-read,,,,0,0
55279022,"The Shadow of the Gods (Bloodsworn Saga, #1)",John Gwynne,"Gwynne, John",,"=""""","=""""",0,4.22,Orbit,Kindle Edition,500,2021,2021,,2024/10/09,to-read,to-read (#1145),to-read,,,,0,0
43913694,Macbeth,William Shakespeare,"Shakespeare, William","Carmen Kahn, Jack Armstrong","=""0998809101""","=""9780998809106""",0,3.89,Shakespeare Moment by Moment,Paperback,214,2016,1623,,2024/10/09,to-read,to-read (#1144),to-read,,,,0,0
184584595,"Emily Wilde's Encyclopaedia of Faeries (Emily Wilde, #1)",Heather Fawcett,"Fawcett, Heather",,"=""0593500156""","=""9780593500156""",0,4.01,Del Rey,Paperback,321,2023,2023,,2024/10/09,to-read,to-read (#1143),to-read,,,,0,0
60880794,The Perfectionist's Guide to Losing Control: A Path to Peace and Power,Katherine Morgan Schafler,"Schafler, Katherine Morgan",,"=""059332952X""","=""9780593329528""",0,4.18,Portfolio,Hardcover,352,2023,2023,,2024/10/08,to-read,to-read (#1142),to-read,,,,0,0
195182079,The Official Stardew Valley Cookbook,ConcernedApe,"ConcernedApe, ConcernedApe",Ryan Novak,"=""1984862057""","=""9781984862051""",0,4.60,Random House Worlds,Hardcover,192,2024,,,2024/10/06,"to-read, food","to-read (#1141), food (#19)",to-read,,,,0,0
53420119,The Unofficial Legend of Zelda Cookbook,Aimee  Wood,"Wood, Aimee",,"=""173447310X""","=""9781734473100""",0,4.69,Aimee Wood Works,Hardcover,328,2020,,,2024/10/06,"to-read, food","to-read (#1140), food (#18)",to-read,,,,0,0
60409964,"The McCartney Legacy, Volume 1: 1969-73",Allan Kozinn,"Kozinn, Allan",Adrian Sinclair,"=""0063000709""","=""9780063000704""",0,4.46,Dey Street Books,Hardcover,720,2022,,,2024/09/29,to-read,to-read (#1139),to-read,,,,0,0
57381285,The Lyrics: 1956 to the Present (Vol. Two-Volume Set),Paul McCartney,"McCartney, Paul",Paul Muldoon,"=""1324091134""","=""9781324091134""",0,4.59,Liveright,Kindle Edition,905,2021,2021,,2024/09/29,to-read,to-read (#1138),to-read,,,,0,0
36613747,How to Change Your Mind: The New Science of Psychedelics,Michael Pollan,"Pollan, Michael",,"=""0241294223""","=""9780241294222""",0,4.27,ALLEN LANE,Hardcover,480,2018,2018,,2024/09/29,to-read,to-read (#1137),to-read,,,,0,0
53343,On Writing Well: The Classic Guide to Writing Nonfiction,William Zinsser,"Zinsser, William",,"=""0060891548""","=""9780060891541""",0,4.24,Harper Perennial,Paperback,321,2006,1976,,2021/03/20,"writing, to-read, favorites","writing (#2), to-read (#129), favorites (#4)",to-read,,,,0,0
28952759,The Spice Companion: A Guide to the World of Spices: A Cookbook,Lior Lev Sercarz,"Sercarz, Lior Lev",,"=""1101905476""","=""9781101905470""",0,4.30,Clarkson Potter,Kindle Edition,784,2016,,,2024/09/29,"to-read, food","to-read (#1136), food (#17)",to-read,,,,0,0
1308213,20th Century Boys 1,Naoki Urasawa,"Urasawa, Naoki",,"=""3899211529""","=""9783899211528""",0,4.37,Panini Comics - Planet Manga,Paperback,210,2002,2000,,2024/09/29,"to-read, manga","to-read (#1135), manga (#1)",to-read,,,,0,0
56136476,Helgoland: Making Sense of the Quantum Revolution,Carlo Rovelli,"Rovelli, Carlo","Erica Segre, Simon Carnell","=""0593328906""","=""9780593328903""",0,4.08,Riverhead Books,ebook,252,2021,2020,,2022/02/24,"to-read, science","to-read (#432), science (#18)",to-read,,,,0,0
9236485,"Five Dialogues: Eutyphro, Apology, Crito, Meno, Phaedo",Plato,"Plato, Plato",,"=""1603842748""","=""9781603842747""",0,4.16,"Hackett Publishing Company, Inc.",Kindle Edition,166,2002,-385,,2022/07/21,philosophy,philosophy (#17),read,,,,0,0
59012851,Quantum Steampunk: The Physics of Yesterday's Tomorrow,Nicole Yunger Halpern,"Halpern, Nicole Yunger",,"=""1421443724""","=""9781421443720""",0,4.01,Johns Hopkins University Press,Hardcover,312,2022,2022,,2024/09/28,to-read,to-read (#1134),to-read,,,,0,0
43164,The DV Rebel's Guide: An All-Digital Approach to Making Killer Action Movies on the Cheap,Stu Maschwitz,"Maschwitz, Stu",,"=""0321413644""","=""9780321413642""",0,4.23,Peachpit Pr,Paperback,320,2007,2006,,2024/09/21,to-read,to-read (#1133),to-read,,,,0,0
11337,The Bluest Eye,Toni Morrison,"Morrison, Toni",,"=""""","=""""",0,4.12,Plume,Paperback,216,2005,1970,,2024/09/21,favorites,favorites (#3),read,,,,0,0
15196,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",Art Spiegelman,"Spiegelman, Art",,"=""0394541553""","=""9780394541556""",5,4.38,Pantheon Books,Hardcover,159,1991,1986,2016/11/18,2016/11/18,comics,comics (#15),read,"Five stars for an amazing book. Either comic books get brushed off by dedicated readers, or are exclusively read by those who normally hate books; impressively, this book will can be a comfortable fit for comic-book readers and non-comic book readers alike.<br/><br/>This story provides us not just the facts about the Holocaust in the book, but a methodical chronology of the emotions that a particular family experiences throughout the war.<br/><br/>In addition, because of this book, I better the process of parenthood and how growing up can affect what you become as a parent.  From this story, for example, we learn that Vladek, the narrator's (Artie's) dad has an unexplicable tendency to save any money he makes. However, out of the love for his son, he will always provide anything his son asks for.<br/><br/>As for the length of the book (this being part I), the plot will never tire you and there are natural pauses for the reader. This is directly because the artist himself is taking breaks from writing his father's biography. Fortunately, Spiegelman allows the story to flow on its own, as if the words had a life of their own.<br/><br/>",,,1,0
5451112,"The Whatchamacallit: Those Everyday Objects You Just Can't Name (And Things You Think You Know About, but Don't)",Danny Danziger,"Danziger, Danny",Mark McCrum,"=""1401323383""","=""9781401323387""",4,3.55,Hyperion,Hardcover,224,2009,,2011/01/01,2019/01/12,writing,writing (#14),read,,,,1,0
21423243,The Universal Tone: My Life,Carlos Santana,"Santana, Carlos",,"=""0316244910""","=""9780316244916""",0,4.12,"Little, Brown and Company",Kindle Edition,526,2014,2014,,2024/09/18,to-read,to-read (#1132),to-read,,,,0,0
75614877,"That's Bold of You: How To Thrive as Your Most Vibrant, Weird, and Real Self",Case Kenny,"Kenny, Case",,"=""""","=""9798368061641""",0,4.23,Independently published,Paperback,298,2022,,,2024/09/15,to-read,to-read (#1131),to-read,,,,0,0
59011081,The Distributed Classroom,David A. Joyner,"Joyner, David A.",Charles Isbell,"=""026236655X""","=""9780262366557""",0,4.50,The MIT Press,Kindle Edition,359,2021,,,2024/09/15,to-read,to-read (#1130),to-read,,,,0,0
162431,"The Dance of Connection: How to Talk to Someone When You're Mad, Hurt, Scared, Frustrated, Insulted, Betrayed, or Desperate",Harriet Lerner,"Lerner, Harriet",,"=""006095616X""","=""9780060956165""",0,4.06,William Morrow Paperbacks,Paperback,256,2002,2001,,2024/09/15,to-read,to-read (#1129),to-read,,,,0,0
40820204,Gardner's Art Through the Ages: A Global History,Fred S. Kleiner,"Kleiner, Fred S.",,"=""1337630705""","=""9781337630702""",0,4.42,Cengage Learning,Hardcover,1235,2018,2012,,2024/09/10,"to-read, wishlist","to-read (#1128), wishlist (#1)",to-read,,,,0,0
14456,Awakenings,Oliver Sacks,"Sacks, Oliver",,"=""0375704051""","=""9780375704055""",0,4.09,Vintage,Paperback,464,1999,1973,,2024/09/09,to-read,to-read (#1127),to-read,,,,0,0
43269446,The Nickel Boys,Colson Whitehead,"Whitehead, Colson",,"=""0345804341""","=""9780345804341""",0,4.26,Vintage,Paperback,213,2020,2019,,2024/09/09,to-read,to-read (#1126),to-read,,,,0,0
9717,The Unbearable Lightness of Being,Milan Kundera,"Kundera, Milan","Michael Henry Heim, Richmond Hoxie","=""0571224385""","=""9780571224388""",0,4.11,Harper Perennial,Paperback,314,2009,1984,,2024/09/09,to-read,to-read (#1125),to-read,,,,0,0
31624963,The Evolution of Beauty: How Darwin's Forgotten Theory of Mate Choice Shapes the Animal World—And Us,Richard O. Prum,"Prum, Richard O.",,"=""0385537212""","=""9780385537216""",0,4.06,Doubleday,Hardcover,448,2017,2017,,2024/09/02,to-read,to-read (#1124),to-read,,,,0,0
49476732,Hoy no es siempre: Guía práctica para una crianza respetuosa,Sabrina Critzmann,"Critzmann, Sabrina",,"=""9504968376""","=""9789504968375""",0,4.62,Planeta Argentina,Kindle Edition,412,2019,2019,,2024/08/31,to-read,to-read (#1123),to-read,,,,0,0
62929342,Real Americans,Rachel Khong,"Khong, Rachel",,"=""0593537254""","=""9780593537251""",0,4.01,Knopf,Hardcover,416,2024,2024,,2024/08/29,to-read,to-read (#1122),to-read,,,,0,0
195888801,Why Machines Learn: The Elegant Math Behind Modern AI,Anil Ananthaswamy,"Ananthaswamy, Anil",,"=""0593185749""","=""9780593185742""",0,4.34,Dutton,Hardcover,480,2024,,,2024/08/29,to-read,to-read (#1121),to-read,,,,0,0
26531940,Burning Man - The World's Biggest Playground,Peter Armenia,"Armenia, Peter",,"=""""","=""""",0,3.00,,,,2015,2015,,2024/08/29,to-read,to-read (#1120),to-read,,,,0,0
61423989,"A Fever in the Heartland: The Ku Klux Klan's Plot to Take Over America, and the Woman Who Stopped Them",Timothy Egan,"Egan, Timothy",,"=""0735225265""","=""9780735225268""",0,4.38,Viking,Hardcover,432,2023,2023,,2024/08/25,to-read,to-read (#1119),to-read,,,,0,0
249920,The Rough Guide First-Time Around the World: A Trip Planner for the Ultimate Journey,Doug Lansky,"Lansky, Doug",,"=""1843536617""","=""9781843536611""",0,4.03,Rough Guides,Paperback,336,2006,2003,,2024/08/25,to-read,to-read (#1118),to-read,,,,0,0
31546257,The Natives Are Restless: A San Francisco dance master takes hula into the twenty-first century,Constance Hale,"Hale, Constance",,"=""1943006067""","=""9781943006069""",0,4.56,SparkPress,Hardcover,244,2016,,,2024/08/25,to-read,to-read (#1117),to-read,,,,0,0
39943621,"Fire & Blood (A Targaryen History, #1)",George R.R. Martin,"Martin, George R.R.",Doug Wheatley,"=""152479628X""","=""9781524796280""",0,4.04,Bantam,Hardcover,706,2018,2018,,2024/08/21,to-read,to-read (#1116),to-read,,,,0,0
29726952,The World of Edena,Mœbius,"Mœbius, Mœbius","Laure Dupont, Brandon Kander, Diana Schutz, Philip R. Simon","=""1506702163""","=""9781506702162""",0,4.19,Dark Horse Books,Hardcover,350,2016,2001,,2024/08/20,to-read,to-read (#1115),to-read,,,,0,0
54975,Levels of the Game,John McPhee,"McPhee, John",,"=""0374515263""","=""9780374515263""",0,4.25,"Farrar, Straus and Giroux",Paperback,149,1979,1969,,2024/08/20,to-read,to-read (#1114),to-read,,,,0,0
211147362,The Dark Forest Anthology of the Internet,Yancey Strickler,"Strickler, Yancey","Venkatesh Rao, Maggie Appleton, Peter Limberg, Rebbeca Fox, Joshua Citarella, Leith Benkhadda, Arthur Roing Baer, GVN908, Caroline Busta, Lil Internet, Cixin Liu","=""""","=""9798218311230""",0,4.16,Dark Forest Collective,Paperback,205,2024,,,2024/08/20,to-read,to-read (#1113),to-read,,,,0,0
25817264,Dear Chairman: Boardroom Battles and the Rise of Shareholder Activism,Jefferson Gramm,"Gramm, Jefferson",,"=""0062369830""","=""9780062369833""",0,4.17,Harper Business,Hardcover,291,2016,2016,,2024/08/20,to-read,to-read (#1112),to-read,,,,0,0
54870256,There Is No Antimemetics Division,qntm,"qntm, qntm",Sam  Hughes,"=""""","=""""",0,4.24,,Kindle Edition,220,2020,2020,,2024/08/20,to-read,to-read (#1111),to-read,,,,0,0
22155,Let My People Go Surfing: The Education of a Reluctant Businessman,Yvon Chouinard,"Chouinard, Yvon",,"=""0143037838""","=""9780143037835""",0,4.19,Penguin Books,Paperback,272,2006,2006,,2024/08/18,"to-read, business","to-read (#1110), business (#39)",to-read,,,,0,0
44891,The Kid Stays in the Picture,Robert  Evans,"Evans, Robert",,"=""0571219314""","=""9780571219315""",0,3.96,Faber & Faber,Paperback,462,2004,1994,,2024/08/18,"to-read, memoir","to-read (#1109), memoir (#40)",to-read,,,,0,0
6376401,The Sibley Guide to Trees (Sibley Guides),David Allen Sibley,"Sibley, David Allen",,"=""037541519X""","=""9780375415197""",0,4.42,Knopf,Flexibound,426,2009,2009,,2024/08/18,"to-read, nature","to-read (#1108), nature (#5)",to-read,,,,0,0
368863,"Sibley's Birding Basics: How to Identify Birds, Using the Clues in Feathers, Habitats, Behaviors, and Sounds (Sibley Guides)",David Allen Sibley,"Sibley, David Allen",,"=""0375709665""","=""9780375709661""",0,4.23,Knopf,Paperback,160,2002,2002,,2024/08/18,"to-read, nature","to-read (#1107), nature (#4)",to-read,,,,0,0
204123,Freedom At Midnight,Dominique Lapierre,"Lapierre, Dominique",Larry Collins,"=""8125904808""","=""9788125904809""",0,4.33,Vikas Publishing House,Paperback,629,2001,1975,,2024/08/16,to-read,to-read (#1106),to-read,,,,0,0
3828902,Thinking In Systems: A Primer,Donella H. Meadows,"Meadows, Donella H.",Diana Wright,"=""1603580557""","=""9781603580557""",0,4.20,Chelsea Green Publishing,Paperback,218,2008,2008,,2024/08/15,to-read,to-read (#1105),to-read,,,,0,0
176443237,Hannah's Children: The Women Quietly Defying the Birth Dearth,Catherine Pakaluk,"Pakaluk, Catherine",,"=""1684514576""","=""9781684514571""",0,4.35,Gateway Editions,Hardcover,400,2024,2024,,2024/08/15,to-read,to-read (#1104),to-read,,,,0,0
23275206,No Bad Kids: Toddler Discipline Without Shame,Janet Lansbury,"Lansbury, Janet",,"=""1499351119""","=""9781499351118""",0,4.27,JLML Press,Paperback,162,2014,2014,,2024/08/15,to-read,to-read (#1103),to-read,,,,0,0
56932501,Más allá del orden: 12 nuevas reglas para vivir (No Ficción) (Spanish Edition),Jordan B. Peterson,"Peterson, Jordan B.",Judit Sirvent Almenar,"=""""","=""""",0,4.17,Editorial Planeta,Kindle Edition,518,2021,2021,,2023/04/04,to-read,to-read (#843),to-read,,,,0,0
31203929,The Fortifications of Cartagena de Indias - Strategy & History,Rodolfo Segovia,"Segovia, Rodolfo",El Ancora Editores,"=""9583601349""","=""9789583601347""",0,4.00,El Ancora Editores,Paperback,190,2009,2009,,2024/08/08,to-read,to-read (#1102),to-read,,,,0,0
34409295,No Limits to Their Sway: Cartagena's Privateers and the Masterless Caribbean in the Age of Revolutions,Edgardo Pérez Morales,"Morales, Edgardo Pérez",,"=""0826521916""","=""9780826521910""",0,4.25,Vanderbilt University Press,Hardcover,265,2018,2018,,2024/08/08,to-read,to-read (#1101),to-read,,,,0,0
1628097,Knife Skills Illustrated: A User's Manual,Peter Hertzmann,"Hertzmann, Peter",,"=""0393061787""","=""9780393061789""",0,4.17,W. W. Norton & Company,Hardcover,256,2007,2007,,2024/08/08,to-read,to-read (#1100),to-read,,,,0,0
115596,"The Wealth of Nations, Books 1-3",Adam Smith,"Smith, Adam",Andrew S. Skinner,"=""0140432086""","=""9780140432084""",0,3.88,Penguin Classics,Paperback,544,1982,1776,,2021/02/16,"to-read, economics","to-read (#113), economics (#3)",to-read,,,,0,0
15730101,The Call of Cthulhu,H.P. Lovecraft,"Lovecraft, H.P.",,"=""""","=""""",5,4.03,"Amazon Digital Services, Inc.",Kindle Edition,43,2011,1928,2017/08/30,2017/08/30,,,read,"<i>The Call of Cthulhu</i> is a short story written by H.P. Lovecraft first published in 1926. The story follows a secretive investigation by the nephew of a linguistics professor called Mr. Angell. After the death of his uncle, the narrator studies a series of coincidental evidence suggesting the existence of an ancient and unknown nightmarish Cyclopean city with a creature called the Cthulhu.<br/><br/>The story relates different pieces of evidence, such as a sculpture from an art student called Wilcox, as well as the finding of a cult which claimed to worship gods called ""Great Old Ones"". Upon reading a clipping from an Australian newspaper, Thurston, the narrator, contacts the widow of a man who had died after a boat trip to an uncharted island. The manuscript of this man reveals that the man and the crew had accidentally released the Cthulhu.<br/><br/>The most striking detail of the story comes from the description of the city the boat crew disappears on. The ""non-Euclidean"" geometry upon which the city is formed easily disturbs any reader in a way that traditional horror would not achieve. <br/><br/>Although the story can be tedious in the study of evidence, the final chapter, in which the manuscript reveals all about the Cthulhu is worth the wait.",,,1,0
1058564,The Lost Daughter,Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""1933372427""","=""9781933372426""",5,3.73,Europa Editions,Paperback,140,2008,2006,2023/07/08,2023/06/22,,,read,The Lost Daughter hyper realistically depicts the struggle of balancing personal desires with the weighty almost crushing responsibility of parenthood. There is a sense of low stakes suspense throughout the novel and we get the sense that the narrator is ultimately reliving the experience of being a new mom via observation of another mom and ultimately comes to self acceptance.,,,1,0
18710650,Conversación en La Catedral (Primer capítulo),Mario Vargas Llosa,"Llosa, Mario Vargas",,"=""""","=""""",0,4.37,Alfaguara,Kindle Edition,768,2013,1969,,2022/04/29,to-read,to-read (#479),to-read,,,,0,0
17879343,The Complete Little Nemo (XXL),Winsor McCay,"McCay, Winsor",Alexander Braun,"=""383654511X""","=""9783836545112""",0,4.56,Taschen America Llc,"Over-Sized Hardcover - 14"" x 17.5""",708,2014,2014,,2024/08/05,to-read,to-read (#1099),to-read,,,,0,0
204876582,Wild Ride: A short history of the opening and closing of the Chinese economy,Anne Stevenson-Yang,"Stevenson-Yang, Anne",,"=""173942431X""","=""9781739424312""",0,4.02,Bui Jones Limited,Paperback,176,2024,,,2024/08/05,to-read,to-read (#1098),to-read,,,,0,0
20176282,Lost in Translation: An Illustrated Compendium of Untranslatable Words from Around the World,Ella Frances Sanders,"Sanders, Ella Frances",,"=""1607747103""","=""9781607747109""",0,4.23,Ten Speed Press,Hardcover,112,2014,2014,,2024/08/02,to-read,to-read (#1097),to-read,,,,0,0
333867,The Stars My Destination,Alfred Bester,"Bester, Alfred",,"=""0679767800""","=""9780679767800""",0,4.06,Vintage,Hardcover,258,1996,1956,,2024/08/02,to-read,to-read (#1096),to-read,,,,0,0
793338,An Ideal Boy: Charts from India,Sirish Rao,"Rao, Sirish","V. Geetha, Gita Wolf","=""1899235833""","=""9781899235834""",0,4.31,Dewi Lewis Publishing,Hardcover,120,2001,2001,,2024/08/02,to-read,to-read (#1095),to-read,,,,0,0
29873086,Mr. Robot: Red Wheelbarrow: (eps1.91_redwheelbarr0w.txt),Sam Esmail,"Esmail, Sam",Courtney Looney,"=""1419724428""","=""9781419724428""",0,4.31,Abrams,Hardcover,160,2016,,,2024/08/01,"to-read, sci-fi","to-read (#1094), sci-fi (#34)",to-read,,,,0,0
28815046,Zakka Embroidery: Simple One- and Two-Color Embroidery Motifs and Small Crafts (Make Good: Japanese Craft Style),Yumiko Higuchi,"Higuchi, Yumiko",,"=""1611803101""","=""9781611803105""",0,4.52,Roost Books,Paperback,192,2016,,,2024/08/01,"to-read, hobbies","to-read (#1093), hobbies (#1)",to-read,,,,0,0
211003924,"Breath of the Dragon (Breathmarked, #1)",Shannon Lee,"Lee, Shannon",Fonda Lee,"=""1250902673""","=""9781250902672""",0,4.15,Wednesday Books,Hardcover,352,2025,2025,,2024/08/01,to-read,to-read (#1092),to-read,,,,0,0
1168191,Meditations,Marcus Aurelius,"Aurelius, Marcus",Gregory Hays,"=""0812968255""","=""9780812968255""",0,4.28,Modern Library,Paperback,256,2003,180,,2024/08/01,to-read,to-read (#1091),to-read,,,,0,0
74034,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,Neil Postman,"Postman, Neil",Andrew Postman,"=""014303653X""","=""9780143036531""",5,4.15,Penguin Books,Paperback,184,2005,1985,2024/08/01,2024/07/21,to-read,to-read (#1083),to-read,,,,1,0
23522,Mythology,Edith Hamilton,"Hamilton, Edith",Steele Savage,"=""0316341517""","=""9780316341516""",0,4.03,"Little, Brown and Company",Paperback,497,1998,1942,,2024/07/29,to-read,to-read (#1090),to-read,,,,0,0
561546,Stretching,Bob Anderson,"Anderson, Bob",Jean Anderson,"=""0936070226""","=""9780936070223""",0,4.29,Shelter Publications,Paperback,196,2000,1975,,2024/07/21,to-read,to-read (#1089),to-read,,,,0,0
54815264,Stalin's War: A New History of World War II,Sean McMeekin,"McMeekin, Sean",,"=""1541672798""","=""9781541672796""",0,4.27,Basic Books,Hardcover,768,2021,2021,,2024/07/21,to-read,to-read (#1088),to-read,,,,0,0
169354,"The Prize: The Epic Quest for Oil, Money, and Power",Daniel Yergin,"Yergin, Daniel",,"=""0671799320""","=""9780671799328""",0,4.43,Free Press,Paperback,928,1993,1991,,2024/07/21,to-read,to-read (#1087),to-read,,,,0,0
6735082,"Bakuman, Band 1: Traum und Realität",Tsugumi Ohba,"Ohba, Tsugumi","Takeshi Obata, Diana Hammermeister","=""3867197571""","=""9783867197571""",0,4.15,Tokyopop,Paperback,208,2009,2009,,2024/07/21,"to-read, comics","to-read (#1086), comics (#14)",to-read,,,,0,0
35823152,Mind Over Back Pain: A Radically New Approach to the Diagnosis and Treatment of Back Pain,John E. Sarno,"Sarno, John E.",,"=""""","=""""",0,4.06,,Kindle Edition,134,2017,1982,,2024/07/21,to-read,to-read (#1085),to-read,,,,0,0
33117204,Lino Tagliapietra: Glasswork,Lino Tagliapietra,"Tagliapietra, Lino",,"=""8831725475""","=""9788831725477""",0,5.00,Marsilio Editori,Hardcover,172,2017,,,2024/07/21,to-read,to-read (#1084),to-read,,,,0,0
58938609,Hidden Pictures,Jason Rekulak,"Rekulak, Jason",,"=""1250819369""","=""9781250819369""",0,4.16,Flatiron Books,Kindle Edition,375,2022,2022,,2024/07/21,to-read,to-read (#1082),to-read,,,,0,0
194576026,"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,"Hoover, Colleen",,"=""1668055961""","=""9781668055960""",0,4.14,Atria Books,Paperback,384,2024,2016,,2024/07/21,to-read,to-read (#1081),to-read,,,,0,0
14891,A Tree Grows in Brooklyn,Betty  Smith,"Smith, Betty",,"=""0061120073""","=""9780061120077""",5,4.30,HarperCollins Publishers,Paperback,496,2006,1943,2024/07/16,2023/09/23,favorites,favorites (#2),read,,,,1,0
6333172,Trail Life: Ray Jardine's Lightweight Backpacking,Ray Jardine,"Jardine, Ray",,"=""0963235974""","=""9780963235978""",0,4.20,Adventurelore Pr,Paperback,399,2009,1992,,2024/07/14,to-read,to-read (#1080),to-read,,,,0,0
127280850,Weyward,Emilia Hart,"Hart, Emilia",,"=""1250842727""","=""9781250842725""",0,4.07,Griffin,Paperback,392,2024,2023,,2024/07/12,to-read,to-read (#1079),to-read,,,,0,0
204736844,"Poverty, by America",Matthew Desmond,"Desmond, Matthew",,"=""0593239938""","=""9780593239933""",0,4.27,Crown,Paperback,320,2024,2023,,2024/07/10,to-read,to-read (#1078),to-read,,,,0,0
61358638,"Poverty, by America",Matthew Desmond,"Desmond, Matthew",,"=""0593239911""","=""9780593239919""",0,4.27,Crown,Hardcover,284,2023,2023,,2024/07/10,to-read,to-read (#1077),to-read,,,,0,0
284066,The Wind-Up Bird Chronicle,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""""","=""""",0,4.15,Vintage International,Paperback,607,2002,1994,,2024/07/10,to-read,to-read (#1076),to-read,,,,0,0
181037657,The Art of War,Sun Tzu,"Tzu, Sun",Thomas Cleary,"=""1645472833""","=""9781645472834""",0,3.95,Shambhala,Paperback,192,2024,-400,,2024/07/10,to-read,to-read (#1075),to-read,,,,0,0
63428316,"The Final Strife (The Ending Fire Trilogy, #1)",Saara El-Arifi,"El-Arifi, Saara",,"=""0593356969""","=""9780593356968""",0,4.22,Del Rey,Paperback,624,2023,2022,,2024/07/10,to-read,to-read (#1074),to-read,,,,0,0
59461076,El mate en cuerpo y alma (Spanish Edition),Valeria Trapaga,"Trapaga, Valeria","Lariviere, Angela Copello","=""9874460083""","=""9789874460080""",0,5.00,Zagier & Urruty Pubns,Paperback,264,2020,,,2024/07/10,"to-read, coffee-table","to-read (#1073), coffee-table (#2)",to-read,,,,0,0
848432,The Bluest Eye,Toni Morrison,"Morrison, Toni",,"=""0375411550""","=""9780375411557""",0,4.12,Alfred A. Knopf,Hardcover,216,2000,1970,2023/09/09,2024/07/09,,,read,,,,1,0
61212264,The 2-Hour Cocktail Party: How to Build Big Relationships with Small Gatherings,Nick  Gray,"Gray, Nick",,"=""1544530072""","=""9781544530079""",0,4.26,Lioncrest Publishing,Paperback,267,2022,2022,,2024/07/08,to-read,to-read (#1072),to-read,,,,0,0
34788286,A Lesser Love,E.J. Koh,"Koh, E.J.",,"=""0807167770""","=""9780807167779""",0,4.21,LSU Press,Paperback,80,2017,2017,,2024/07/08,to-read,to-read (#1071),to-read,,,,0,0
